word,definition
تَوْكِيلٌ,"[و ك ل]. (مصدر وَكَّلَ). ; 1. ""أعْطَاهُ تَوْكِيلاً"" : تَفْويضاً. ; 2. ""تَوْكِيلُ القاضِي عَلَى القَاصِر"" (فقه) : إقَامَتُهُ مَقَامَهُ فِي التَّصَرُّفِ."
تَوَهُّنٌ,"[و هـ ن]. (مصدر تَوَهَّنَ). ""تَوَهُّنُ الرَّجُلِ"": ضُعْفُهُ وَذَهابُ قُوَّتِهِ وَصِحَّتِهِ."
اِسْتِيئاسٌ,"[ي أ س]. (مصدر اِسْتَيْأَسَ). ""وَجَدَهُ في حالَةِ اِسْتِيئاسٍ شَدِيدَةٍ"" : في يَأْسٍ، لا أَمَلَ لَهُ."
يَدَوِيّ، يَدَوِيّة,"[ي د ي]. (مَنْسُوبٌ إِلَى اليد). ; 1.""الأَعْمَالُ، أَوِالأَشْغَالُ الْيَدَوِيَّةُ"" : الأَشْغَالُ الَّتِي تُعْمَلُ بِالْيَدِ. ""شُغْلٌ يَدَوِيٌّ""l ""يَشْتَغِلُ يَدَوِيّاً"" l ""صِنَاعَةٌ يَدَوِيَّةٌ"". ; 2.""قُنْبُلَةٌ يَدَوِيَّةٌ"" : أَيْ قُنْبُلَةٌ تُرْمَى بِالْيَدِ..."
اِعْتِراضٌ,"جمع: ـاتٌ. [ع ر ض]. (مصدر اِعْتَرَضَ). ""اِعْتِراضٌ على الْمَشْروعِ"" : مُعارَضَتُهُ، أي الوُقوفُ ضِدَّهُ. ""أَبْدى اعْتِراضاتِهِ على الْمَشْروعِ""."
ذِلٌّ,"جمع: أَذْلالٌ. [ذ ل ل]. ; 1.""عاشَ في ذِلٍّ"" : في ذُلٍّ، حَقارَةٍ، مَهانَةٍ. ; 2.""دَعْهُ على أَذْلالِهِ"" : كَما هُوَ. ; 3.""هُوَ مِنْ أَذْلالِ النَّاسِ"" : مِنْ أَراذِلِهِمْ."
أًصْلٌ,"جمع: أُصولٌ. [أ ص ل]. ; 1.""هُوَ مِنْ أَصْلٍ شَريفٍ"": مِنْ مَنْبِتٍ، مَنْشَإٍ شَريفٍ. ; 2.""لاَ أَصْلَ لَهُ ولاَ فَصْلَ"" : لَيْسَ لَهُ نَسَبٌ أَصيلٌ. ; 3.""صورَةٌ طِبْقَ الأَصْلِ للِشَّهادَةِ"" : نُسْخَةٌ مُصادَقٌ عَلَيْها. ; 4.""هَذَا الأمْرُ ما فَعَلْتُهُ أَصْلاً"" : لَمْ أَقُمْ بِهِ إِطْلاقاً، نِهائِيّاً."
دَفْنٌ,"جمع: أدفَانٌ، دِفانٌ، دُفُنٌ. [د ف ن]. ; 1.: الْمَدْفُونُ. ; 2. ""شِعْرٌ دِفْنٌ"" : غَامِضٌ، مُعَمّىً. ; 3.: الحَوْضُ أوِ البِئْرُ أَوِ الْمَنْهَلُ الَّذِي يَنْدَفِنُ."
تِلْمٌ,جمع: تِلامٌ. [ث ل م]. ; 1.: الحَرَّاثُ. ; 2.: أكّارٌ. ; 3.: الصَّائِغُ. ; 4.: تِلْميذُ الصَّائِغِ. ; 5.: مِنْفاخُ الصَّائِغِ الطَّويلُ.
دِرْهَمٌ,"جمع: دَرَاهِمُ. : قِطْعَةٌ نَقْدِيَّةٌ مَعْدِنِيَّةٌ وَهِيَ أسَاسُ العُمْلَةِ الْمَغْرِبِيَّةِ الآنَ، مِقْدَارُهَا مِائَةُ سَنْتِيم، كَانَتْ قَدِيماً تُضْرَبُ مِنَ الفِضَّةِ. ""دِرْهَمُ وِقَايَةٍ خَيْرٌ مِنْ قِنْطَارِ دَوَاءٍ"". (مثل)."
دُكَّانٌ,"جمع: دَكاكينُ (يُذَكَّر وَيُؤَنَّثُ). ""دُكَّانُ بَيْعِ الْمَوادِّ الغِذائِيَّةِ"": حانوتٌ، مَتْجَرٌ."
دِكَّةٌ,"جمع: دِكَكَةٌ. ""دِكَّةُ السِّرْوالِ"" : التِّكَّةُ، أَيْ حِزامٌ مِنْ نَسيجٍ أَوْ مَطَّاطٍ يُرْبَطُ بِهِ أَعْلَى السِّرْوالِ."
زُبانَى,"جمع: زُبانِياتٌ. [ز ب ن]. ; 1.""زُبانَى العَقْرَبِ"" : قَرْنُها، وَهُما زُبانِيانِ. ; 2.""الزُّبانِيانِ"" : نَجْمانِ في المِيزَانِ، هُما الْمَنْزِلُ السَّادِسُ عَشَرَ مِنْ مَنازِلِ القَمَرِ."
صَنْجٌ,"جمع: صُنُوجٌ. ; 1.: صَفِيحَةٌ نُحَاسِيَّةٌ مُدَوَّرَةٌ يُضْرَبُ بِهَا عَلَىأُخْرَى مِثْلِهَا لأَدَاءِ إِيقَاعٍ مُوسِيقِيٍّ يُحْدِثُ طَنِيناً.2.""صُنُوجُ الدَّفِّ"" : أَقْرَاطٌ نُحَاسِيَّةٌ صَغِيرَةٌ مُسْتَدِيرَةٌ لَهَا فَتَحَاتٌ فِي وَسَطِهَا تُثْبَتُ فِي إِطَارِ الدَّفِّ، تُحْدِثُ رَنِيناً. ; 3.""صُنُوجُ الرَّاقِصَةِ"" : مَا تَضَعُهُ الرَّاقِصَةُ فِي أَصَابِعِهَا للِدَّقِّ بِهِ. ; 4.: آلَةٌ مُوسِيقِيَّةٌ مِنْ فَصِيلَةِ الْوَتَرِيَّاتِ، تَقَعُ أَوْتَارُهَا فِي مُسْتَوىً عَمُودِيٍّ، عَكْسُ الآلاَتِ الْوَتَرِيَّةِ الأُخْرَى."
عُصْعُصٌ,جمع: عَصَاعِصُ. [ع ص ع ص]. : عَظْمُ الذَّنَبِ فِي نِهَايَةِ العَمُودِ الفِقَرِيِّ. وَيَتَكَوَّنُ مِنِ الْتِحَامِ ثَلاَثِ فِقْرَاتٍ أَوْ أَرْبَعٍ.
هَابِطٌ,"جمع: ـون، ـات. [هـ ب ط]. (فاعل من هَبَطَ). ; 1. ""رَأَيْتُهُ هَابِطاً بِالْمِظَلَّةِ"" : نَازِلاً. ; 2.""سِعْرُ اللَّحْمِ هَابِطٌ فِي السُّوقِ"" : رَخِيصٌ، غَيْرُ مُرْتَفِعٍ. ; 3.""هَابِطُ الأَخْلاَقِ"" : سَاقِطٌ."
أَسْوارٌ,"ججمع: أَسَاوِرُ. ""وَضَعَتْ أَساوِرَ في يَدِها"": حُلِيٌّ على شَكْلِ دَوائِرَ مِنَ الذَّهَبِ أَوِ الفِضَّةِ أَوْ ما شابَهَ ذَلِكَ، تَضَعُها الْمَرْأَةُ في مِعْصَمِها."
بَتَّةٌ، البَتَّة,"(اِسْمُ الْمَرَّةِ مِنْ: بَتٌّ).""الخَمْرُ لَنْ أشْرَبَهُ البَتَّةَ"" : قَطْعاً، نِهَائِيّاً، قَرَارٌ لاَ رِجْعَةَ فِيه. ""هَذَا عَمَلٌ لَنْ أَقومَ بِهِ البَتَّةَ""."
أوَّهْ,"(اِسْمُ فِعلٍ لِلْمُضَارِعِ بِمَعْنَى أتَوَجَّعُ). ""أوَّهْ مِنْ حُكْمِ الظَّالِمِينَ"" : أَوَّهْ مَبْنِيٌّ عَلَى السُّكُونِ وَفَاعِلُهُ ضَمِيرٌ مُسْتَتِرٌ فِيهِ وُجُوباً تَقْدِيرُهُ أنَا."
جَنَائِزِيٌّ، جَنَائِزِيَّةٌ,"(الْمَنْسُوبُ إِلَى الْجِنَازَةِ). ""لَحْنٌ جَنَائِزِيٌّ"" : لَحْنُ الْمَآتِمِ."
إلِكْتُرونِيٌّ، إلِكْتُرونِيَّةٌ,"(الْمَنْسُوبُ إِلَى الإلِكْتُرُونِ). ; 1.""بَدَأَ يَنْتَشِرُ العَقْلُ الإلِكْتُرُونِيُّ فِي كُلِّ الْمَكَاتِبِ"" : آلَةُ الحَاسُوبِ تَعْتمِدُ عَلَى مَادَّةِ الإلِكْترُونِ لإِجْرَاءِ أدَقِّ الَعَمَلِيّاتِ الحِسَابِيَّةِ وَبِأَسْرَعِ وَقْتٍ مُمْكِنٍ. وَيُسَمَّى أيْضاً كمبيوتر. ; 2.""عِلْمُ الإلِكْترونِيَّاتِ"": عِلْمٌ يَهْتَمُّ بِتَرْكِيبِ الإِلِكْترونِيَّاتِ وَاسْتِخْدَامِهَا وَتنَاوُلِهَا، وَهُوَ فَرْعٌ مِنَ فُروعِ الفِيزِيَاءِ."
تِبْنٌ,"(الوَاحِدَةُ تِبْنَةٌ). ""تَرَاكَمَتْ أَكْوَامٌ مِنَ التِّبْنِ حَوْلَ البَيَادِرِ بَعْدَ الدَّرْسِ"" : مَا تَهَشَّمَ مِنْ سِيقَانِ سَنَابِلِ الزَّرْعِ بَعْدَ دَرْسِهِ، وَيُقَدَّمُ عَلَفاً لِلْمَاشِيَةِ."
بَغْريرٌ,"(الواحدة بَغْريرَة). ""تَكْفِينِي بَغْريرَةٌ واحِدَةٌ"" : رَغيفٌ يُحَضَّرُ بِخَليطِ الدَّقيقِ، بِالماءِ والبَيْضِ وَقَليلٍ مِنَ السَّمْنِ والمِلْحِ."
حَرَسٌ,"(بِصيغَةِ الجَمْعِ). [ح ر س]. (مصدرحَرِسَ). ; 1.""حَرَسُ القَلْعَةِ"" : الَّذينَ يَقومونَ بِالحِراسَةِ، بِالْمُراقَبَةِ، الحُرَّاسُ.الجن آية 8 وَإِنَّا لَمَسْنا السَّماءَ فَوَجَدْناها مُلِئَتْ حَرَساً شَديداً وَشُهُباً .(قرآن). ; 2.""الحَرَسُ الْمَلَكِيُّ"" : الَّذينَ يُكَلَّفونَ بِحِراسَةِ الْمَلِكِ. ""الْحَرَسُ الْجُمْهُورِيُّ""."
مُخَيْخٌ,(تش).: جُزْءٌ مِنَ الدِّمَاغِ خَلْفَ الْمُخِّ.
بَازَارٌ,"(جغرافيا). ""بَازَارُ الْمَدِينَةِ"" : سُوقٌ تِجَارِيَّةٌ بِهَا دَكَاكِينُ لِبَيْعِ مُخْتَلِفِ الْمَوَادِّ والبَضَائعِ."
أَطْلَسُ,"(جغرافيا). ; 1.""كِتابُ الأطْلَسِ بِهِ خَرائِطُ العالَمِ"": كِتابٌ يَضُمُّ مَجْموعَةً مِنَ الخَرائِطِ الجُغْرافِيَّةِ. ; 2.""قَضَيْنا بِجِبالِ الأَطْلَسِ أُسْبوعاً"" : سِلْسِلَةٌ مِنَ الجِبالِ بِالْمَغْرِبِ."
إفْرِيقْيَا,(جغرافيا).: مِنَ القَارَّاتِ الخَمْسِ، تُعْرَفُ بِالقارَّةِ السَّوْدَاءِ، تُقّدَّرُ مِسَاحَتُهَا بـ (30 مليون كلم² ) وعدد سُكَّانِها بـ ( 554 مليون نسمة).
أُورُوبَّا,(جغرافيا).: مِنَ القَارَّاتِ الخَمْسِ، تُقَدَّرُ مِسَاحَتُهَا بـ 10 مليون كلم² وَعَدَدُ سُكَّانِهَا بـ 495 مليون نسمة.
آسِيَا,"(جغرافيا).: مِنَ القَارَّاتِ الخَمْسِ، يَحُدُّهَا الْمُحِيطُ الْمُتَجَمِّدُ الشَّمَاليُّ وَالْمُحِيطَانِ الهِنْدِيُّ وَالهَادِي، والبَحْرَان الأبْيَضُ الْمُتَوَسِّطُ وَالأَحْمَرُ وَأورُوبَّا، وَهِيَ مِنْ أكْبَرِ اَلْقَارَّاتِ مِسَاحَة (44 مِلْيُون كلم²) وَأَكْثَرِهَا سُكَّانًا ( 2,8 ملياران)."
أُسْترَالِيا,(جغرافيا).: مِنَ القَارَّاتِ الخمسِ، تُقدّر مساحَتُها بـ (7.700.000 كلم²) وعددُ سُكَّانِهَا بـ(15.800.000 نسمة).
أَمْرِيكا,(جغرافيا).: مِنَ القارَّاتِ الخَمْسِ، وَهيَ ما يُعْرَفُ بِأَمْريكا الشَّمالِيَّةِ وَأَمريكا الجَنوبِيَّةِ، تُقَدَّرُ مِساحَتُها بـ 42 مليون كلم ²، وعَدَدُ سُكَّانِها بـ 675 مليون نَسَمة.
ذُبابٌ، ذُبابَةٌ,"(حشرات). ; 1.: حَشَرَةٌ مِنْ فَصيلَةِ الذُّبابِيَّاتِ، مِنْ رُتْبَةِ ; ذَاتِ الجَناحَيْنِ، وَهِيَ مُتَعَدِّدَةُ الأَنْواعِ، مِنها الزَّنابِيرُ والبَعوضُ، وَذُبابَةُ البُيوتِ تَتَغَذَّى بِالقاذُوراتِ وَتَنْقُلُ الأَمْراضَ. ; 2.""ذُبابَةُ الخَيْلِ"": حَشَرَةٌ مِنَ الذُّبابِيَّاتِ تَعيشُ في الإِصْطَبْلاتِ وَتَلْصَقُ في دُبُرِ الخَيْلِ والأَبْقارِ وَتَنْقُلُ الأَمْراضَ. ; 3.""الذُّبابَةُ الحَلَزونِيَّةُ"" : ذُبابَةٌ خَطيرَةٌ قاتِلَةٌ أَكولَةٌ، تَأْكُلُ لُحومَ الأَحْياءِ وَتَفْتِكَ بِالحَيَوانِ وَالإِنْسانِ أيضاً، حَمْراءُ العَيْنَيْنِ، يَبْلُغُ حجْمُها ثَلاثَةَ أَمْثالِ حَجْمِ الذُّبابَةِ العادِيَةِ، تَضَعُ بَيْضَها في القَرْحِ أَوِ الجُروحِ الْمَفْتوحَةِ وَيُفَقَّسُ في غُضونِ ساعاتٍ قَليلَةٍ، تَحْفُرُ يَرْقاتُها الجَسَدَ وَمِنْهُ إلى الأَعْضاءِ مُباشَرَةً. ; 4.""ذُبابَةُ الشَّيْءِ"" : بَقِيَّتُهُ."
بَقٌّ، بَقَّةٌ,(حشرات).: حَشَرَةٌ صَغيرَةٌ مُسَطَّحَةٌ مِنْ فَصيلَةِ البَقِّيَّاتِ، مِنْ رُتْبَةِ نِصْفِيَّاتِ الأجْنِحَةِ، قانِيَةُ اللَّوْنِ، تَمْتَصُّ دَمَ الإِنْسانِ وَتَلْدَغُ، لَها رائِحَةٌ كَريهَةٌ.
مَازُرِيَّاتٌ,(حيوان) .: فَصِيلَةٌ مِنَ الطُّيُورِ، عَديدَةُ الأنْوَاعِ، لَهَا مَنَاقيرُعَرِيضةٌ وَكَبِيرَةٌ، تَعِيشُ دَاخِلَ الجَمَاعَةِ، ; تَتَغَذَّى بالْحَشَرَاتِ والقِشْرِيَّاتِ والأَسْمَاكِ.
حَلْكَةٌ,(حيوان) [ح ل ك].: دُوَيِبَّةٌ، تُشْبِهُ العَظَاءةُ، تَغُوصُ فِي الرَّمْلِ إذَا أَحَسَّتْ بِالإنْسَانِ.
بَرْغَشٌ,"(حيوان). ""لَسَعَهُ بَرْغَشٌ"" : بَعوضٌ يَلْسَعُ بِشِدَّةٍ."
لِقْوَةٌ,(حيوان). : أُنْثَى الْعُقَابِ، عُقَابٌ سَرِيعٌ.
وَرَلَةٌ,(حيوان). : أُنْثَى الوَرَلِ.
مُفَلْطَحَةٌ,(حيوان). : جِنْسُ سَمَكٍ مِنْ فَصِيلَةِ الْمُفَلْطَحَاتِ، مَلْسَاءُ، لَهَا جِسْمٌ مُنْبَسِطٌ وَعَرِيضٌ.
يَغْرٌ,(حيوان). : حَيَوَانٌ بَيْنَ الْكَلْبِ وَالسِّنَّوْرِ، قَصِيرُ الْقَوَائِمِ، أَغْبَرُ اللَّوْنِ، وَيُعْرَفُ أَيْضاً بِالْغُرَيْرِ.
كَرْكَدَنٌّ,(حيوان). : حَيَوَانٌ مِنْ رُتْبَةِ وَتَرِيَّةِ الأَظْلاَفِ، ضَخْمُ الجُثَّةِ، قَصِيرُ القَوَائِمِ، غَلِيظُ الجِلْدِ، يَتَمَيَّزُ بِقَرْنِهِ الكَبِيرِ فِي مُنْتَصَفِ رَأْسِهِ، وَلِبَعْضِ أَنْوَاعِهِ قَرْنَانِ، الوَاحِدُ فَوْقَ الآخَرِ، وَيُسَمَّى أَيْضاً وَحِيدَ القَرْنِ.
فَنَكٌ,(حيوان). : حَيَوَانٌ مِنْ فَصِيلَةِ الْكَلْبِيَّاتِ، يُشْبِهُ فِي مَظْهَرِهِ الثَّعْلَبَ وَيَخْتَلِفُ عَنْهُ فِي أُذُنَيْهِ الْكَبِيرَتَيْنِ، لَهُ خَطْمٌ مُسْتَدِقٌّ، وَذَنَبٌ طَوِيلٌ، يَمْتَازُ بِفَرْوَتِهِ الْجَمِيلَةِ، يَعِيشُ بِالصَّحْرَاءِ.
سُنُونُو,(حيوان). : حَيَوَانٌ مِنْ فَصِيلَةِ الخَطَاطِيفِ، مِنْ رُتْبَةِ العُصْفُورِيَّاتِ، قَصيرُ الرِّجْلَيْنِ، عَرِيضُ القَاعِدَةِ، دَقِيقُ النَّظَرِ، وَذَنَبُهُ يَتَشَعَّبُ شُعْبَتَيْنِ طَوِيلَتَيْنِ، سَرِيعُ الطَّيَرَانِ.
سُرْعُوبٌ,(حيوان). : حَيَوَانٌ مِنْ فَصِيلَةِ السُّرْعُوبِيَّاتِ وَهُوَ مَا يُعْرَفُ بِابْنِ عِرْسٍ.
قُواعٌ,(حيوان). : ذَكَرُ الأَرْنَبِ، كما يُطْلَقُ على الأَرْنَبِ الوَحْشِيَّةِ.
سَلْمُونٌ,(حيوان). : سَمَكٌ مِنْ فَصِيلَةِ السَّلْمُونِيَّاتِ، رُتْبَةُالصَّابُوغِيَّاتِ، وَهُوَ مِنَ الأسْمَاكِ العَظْمِيَّةِ، بَحْرِيَّةٌ مُفْتَرِسَةٌ لاحِمَةٌ، أَنْواعُها عَدِيدَةٌ.
وَرْوَارٌ,(حيوان). : طَائِرٌ طَوِيلُ الْمِنْقَارِ، قَصِيرُ الرِّجْلَيْنِ، زَاهِي الأَلْوَانِ، فِي وَسَطِ ذَنَبِهِ رِيشَتَانِ طَوِيلَتَانِ، يَقْطُنُ فِي البِلاَدِ الْحَارَّةِ وَيَقْتَاتُ بِالنَّحْلِ وَالزَّنَابِيرِ، وَهُوَ مَا يُعْرَفُ أَيْضاً بِالْخُضَّارِ.
نُحَامٌ، نُحَامَةٌ,(حيوان). : طَائِرٌ مَائِيٌّ مِنْ فَصِيلَةِ النُّحَامِيَّاتِ كَبِيرُ القَامَةِ، طَوِيلُ العُنُقِ وَالسِّيقَانِ، لَهُ مِنْقَارٌ غَلِيظٌ مَعْقُوفٌ، يَمِيلُ لَوْنُ رِيشِهِ إِلَى حُمْرَةٍ وَرْدِيَّةٍ، يَكْثُرُ بِالشَّوَاطِئِ السَّاحِلِيَّةِ وَعَلَى ضِفَافِ الأَنْهَارِ.
سَمَرْمَرٌ، سَمَرْمَرَةٌ,(حيوان). : طَائِرٌ مِنْ فَصِيلَةِ الزَّرَازِيرِ، أسْوَدُ اللَّوْنِ، قُوتُهُ الجَرَادُ وَالجَنَادِبُ.
عَاسُوقٌ,(حيوان). : طَائِرٌ مِنْ فَصِيلَةِ الصَّقْرِيَّاتِ، وَهُوَ فِي حَجْم ِ الْبَاشِقِ، أَحْمَرُ اللَّوْنِ مُنَقَّطٌ بِسَوَادٍ، يَعِيشُ عَلَى الْحَشَرَاتِ وَالضَّفَادِعِ وَالطُّيُورِ وَالْحَيَّاتِ.
كَنَارِيٌّ,(حيوان). : طَائِرٌ مِنْ فَصِيلَةِ العَصَافِيرِ، حَسَنُ الصَّوْتِ، أَصْفَرُ اللَّوْنِ أَخْضَرُهُ، مَنْسُوبٌ إِلَى جُزُرِ الكَنَارِيّ.
